0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value	9	9_value	10	10_value	11	11_value
RUTELLA_RESPONSE_TO_HGF_DN	3.9829800963272	PILON_KLF1_TARGETS_UP	7.86670448422266	KEGG_ASTHMA	2.04522815323021	REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	1.60954980829277	BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	1.75687912407991	CHANDRAN_METASTASIS_DN	1.94994305922257	CAIRO_LIVER_DEVELOPMENT_UP	2.63157556443899	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	3.19386133590097	ENK_UV_RESPONSE_KERATINOCYTE_UP	5.26783932897096	HORIUCHI_WTAP_TARGETS_DN	38.3262396968089	CHEBOTAEV_GR_TARGETS_DN	2.10111441911707	BIOCARTA_TCYTOTOXIC_PATHWAY	7.04663218499205
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP	3.94714478726598	ONDER_CDH1_TARGETS_2_UP	7.83353626466178	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	2.03459261542167	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	1.60954980829277	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TAN_DN	1.75687912407991	RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	1.94652120250723	SMID_BREAST_CANCER_LUMINAL_B_UP	2.62023073297932	PEDRIOLI_MIR31_TARGETS_DN	3.03215791152218	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	5.25477334560528	BENPORATH_CYCLING_GENES	37.0142862815885	ZHANG_GATA6_TARGETS_DN	2.09348321856767	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	7.03764672536053
REACTOME_INTERFERON_SIGNALING	3.74833682216844	BRUINS_UVC_RESPONSE_LATE	7.57663708430912	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.9910686413735	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1.60954980829277	HEDVAT_ELF4_TARGETS_UP	1.75687912407991	WONG_ENDMETRIUM_CANCER_DN	1.92832972388314	BENPORATH_ES_WITH_H3K27ME3	2.60866083919466	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	2.81423638660794	WIELAND_UP_BY_HBV_INFECTION	5.23836604667682	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	35.6283050704687	ACEVEDO_LIVER_CANCER_DN	2.08720005932185	REACTOME_TCR_SIGNALING	6.92516312669032
BLALOCK_ALZHEIMERS_DISEASE_DN	3.60032205490483	PASINI_SUZ12_TARGETS_DN	7.52432832847431	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	1.97353890567462	REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	1.60954980829277	REACTOME_SIGNALING_BY_NOTCH4	1.75687912407991	GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	1.82157977361653	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	2.53915968408579	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	2.78734707556299	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	5.0865704881082	NUYTTEN_EZH2_TARGETS_DN	32.8010044990017	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	2.0647451756843	PID_TCR_PATHWAY	6.73279532906268
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	3.5513565591877	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	7.39964588740923	REACTOME_SIGNALING_BY_INTERLEUKINS	1.96929440847901	REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	1.60954980829277	BENPORATH_PRC2_TARGETS	1.71336420593575	MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	1.82157977361653	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	2.51675630456436	FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	2.78448724804832	HARRIS_HYPOXIA	5.04266405371192	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	32.7791637437413	WP_NEPHROGENESIS	2.02592137275421	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	6.65052794134079
MCLACHLAN_DENTAL_CARIES_UP	3.52716697988148	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	7.13091030503592	WP_GPCRS_CLASS_A_RHODOPSINLIKE	1.90933384017877	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	1.60954980829277	MASSARWEH_TAMOXIFEN_RESISTANCE_UP	1.71065315109563	RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP	1.7726854597421	LU_AGING_BRAIN_UP	2.49242212329899	ZHAN_MULTIPLE_MYELOMA_LB_UP	2.70507957220952	MARKEY_RB1_ACUTE_LOF_DN	5.00473918895587	REACTOME_CELL_CYCLE	32.4941299597019	REACTOME_RA_BIOSYNTHESIS_PATHWAY	2.02592137275421	KUMAR_TARGETS_OF_MLL_AF9_FUSION	6.59518729709304
ZHOU_INFLAMMATORY_RESPONSE_LPS_UP	3.52088443989767	KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	7.09646894119877	KEGG_GRAFT_VERSUS_HOST_DISEASE	1.90559282619665	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	1.60954980829277	UDAYAKUMAR_MED1_TARGETS_DN	1.6979134299091	NABA_MATRISOME_ASSOCIATED	1.75393403379045	LIM_MAMMARY_STEM_CELL_UP	2.47751813185195	MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	2.70507957220952	HUMMERICH_SKIN_CANCER_PROGRESSION_UP	4.857224562436	FISCHER_G2_M_CELL_CYCLE	30.9692863271662	WANG_CLIM2_TARGETS_UP	1.94794467092992	ZHENG_BOUND_BY_FOXP3	6.475543994734
VERHAAK_AML_WITH_NPM1_MUTATED_UP	3.48026747294248	KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	6.88528070895473	WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	1.89291216102934	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	1.60038806387589	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	1.67278197998668	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.75146698194009	SENESE_HDAC2_TARGETS_DN	2.36635066395105	CHYLA_CBFA2T3_TARGETS_UP	2.66953851103469	IGLESIAS_E2F_TARGETS_UP	4.80936992552843	REACTOME_CELL_CYCLE_MITOTIC	30.5595542901682	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	1.94750922825119	BIOCARTA_CTLA4_PATHWAY	6.2768501431251
GESERICK_TERT_TARGETS_DN	3.46107883080089	SWEET_LUNG_CANCER_KRAS_DN	6.87917649163086	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	1.83813659570795	REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1.60038806387589	GYORFFY_DOXORUBICIN_RESISTANCE	1.66005371258203	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	1.71911795577084	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	2.28599892764431	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	2.65897465691467	MCLACHLAN_DENTAL_CARIES_UP	4.73430367614569	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	30.3075182849453	SMID_BREAST_CANCER_BASAL_DN	1.91628312152845	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	6.21181046201614
FOSTER_TOLERANT_MACROPHAGE_UP	3.45696261512517	NABA_MATRISOME	6.84175432403554	SENESE_HDAC1_AND_HDAC2_TARGETS_UP	1.81253999063972	MIKKELSEN_MEF_ICP_WITH_H3K27ME3	1.57521042876689	HAN_SATB1_TARGETS_DN	1.63619140127969	BENPORATH_SUZ12_TARGETS	1.7060917126698	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	2.26852219943704	MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	2.62287882978111	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	4.62501600119846	DODD_NASOPHARYNGEAL_CARCINOMA_DN	29.6430292542201	REACTOME_SIGNALING_BY_RETINOIC_ACID	1.88779064740616	BIOCARTA_THELPER_PATHWAY	6.03997241907676
MITSIADES_RESPONSE_TO_APLIDIN_UP	3.45099721867007	LIM_MAMMARY_STEM_CELL_UP	6.72028754769945	IVANOVA_HEMATOPOIESIS_MATURE_CELL	1.79925001708108	YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN	1.57521042876689	XIE_ST_HSC_S1PR3_OE_DN	1.62311214962543	NGUYEN_NOTCH1_TARGETS_DN	1.7016709554299	SMID_BREAST_CANCER_BASAL_UP	2.21803602823936	KEGG_CELL_ADHESION_MOLECULES_CAMS	2.60268936835248	CHUNG_BLISTER_CYTOTOXICITY_UP	4.62501600119846	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	29.5773811195268	VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	1.81429548307273	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	6.03997241907676
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	3.42538888042176	ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	6.54685209153927	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	1.79108264896269	REACTOME_G2_M_CHECKPOINTS	1.54513803567988	REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1.62311214962543	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.7016709554299	REACTOME_LGI_ADAM_INTERACTIONS	2.19689515903324	WP_RAS_SIGNALING	2.60235564699233	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	4.59645434349828	JOHNSTONE_PARVB_TARGETS_3_DN	29.4763301860813	KHETCHOUMIAN_TRIM24_TARGETS_DN	1.81429548307273	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	6.00277385729439
XIE_ST_HSC_S1PR3_OE_UP	3.30651308254697	WANG_SMARCE1_TARGETS_UP	6.45810065920774	BROWNE_HCMV_INFECTION_10HR_UP	1.79108264896269	NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	1.48357399081442	REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	1.62311214962543	MCBRYAN_TERMINAL_END_BUD_UP	1.68666126684168	WANG_SMARCE1_TARGETS_UP	2.18713617265657	CAIRO_HEPATOBLASTOMA_UP	2.52310679738911	NGO_MALIGNANT_GLIOMA_1P_LOH	4.56597208821663	CAIRO_HEPATOBLASTOMA_CLASSES_UP	28.9693370280465	WP_SOMATIC_SEX_DETERMINATION	1.81429548307273	MATSUDA_NATURAL_KILLER_DIFFERENTIATION	5.99486482587281
GARY_CD5_TARGETS_UP	3.24338353150931	ZHU_CMV_ALL_DN	6.38746099443194	PID_UPA_UPAR_PATHWAY	1.79108264896269	WP_ATM_SIGNALING_PATHWAY	1.48357399081442	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	1.60772877579401	DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	1.67145527832915	MODY_HIPPOCAMPUS_NEONATAL	2.15491325518689	GROSS_ELK3_TARGETS_UP	2.4719625425221	VERHAAK_AML_WITH_NPM1_MUTATED_UP	4.5511278620995	PUJANA_BRCA2_PCC_NETWORK	28.6205257891085	REACTOME_INTERLEUKIN_18_SIGNALING	1.81429548307273	MARSON_BOUND_BY_FOXP3_STIMULATED	5.94338156084287
LI_INDUCED_T_TO_NATURAL_KILLER_UP	3.20619915551119	REACTOME_ECM_PROTEOGLYCANS	6.34994909268904	WP_TRIACYLGLYCERIDE_SYNTHESIS	1.77315961771121	ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	1.48357399081442	KOHOUTEK_CCNT1_TARGETS	1.57314840361883	GHANDHI_BYSTANDER_IRRADIATION_DN	1.67145527832915	STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	2.15491325518689	CROMER_METASTASIS_DN	2.4719625425221	NABA_MATRISOME_ASSOCIATED	4.44167795153017	VECCHI_GASTRIC_CANCER_EARLY_UP	27.5024081254865	GAVIN_FOXP3_TARGETS_CLUSTER_P3	1.76861133092475	PID_IL12_2PATHWAY	5.91971894411428
DIRMEIER_LMP1_RESPONSE_EARLY	3.16368672412985	REACTOME_COLLAGEN_FORMATION	6.19816391015252	REACTOME_OTHER_INTERLEUKIN_SIGNALING	1.77315961771121	PID_MTOR_4PATHWAY	1.48357399081442	BASAKI_YBX1_TARGETS_DN	1.54743993214642	REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	1.67145527832915	BOUDOUKHA_BOUND_BY_IGF2BP2	2.15491325518689	ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	2.453064834328	THUM_SYSTOLIC_HEART_FAILURE_UP	4.42204561774089	BLUM_RESPONSE_TO_SALIRASIB_DN	27.3851168916313	CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	1.76621654968667	SANSOM_APC_TARGETS_DN	5.87730068731879
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	3.09447649784056	WONG_ADULT_TISSUE_STEM_MODULE	6.18843727581473	KEGG_GLYCEROLIPID_METABOLISM	1.75626733806261	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	1.48357399081442	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.54236570116734	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_A	1.66426182397211	REACTOME_DEVELOPMENTAL_BIOLOGY	2.13032512212984	ACEVEDO_LIVER_CANCER_UP	2.44725595311007	MUNSHI_MULTIPLE_MYELOMA_UP	4.41239087542292	KONG_E2F3_TARGETS	26.8705957450053	KEGG_RETINOL_METABOLISM	1.76621654968667	WALLACE_PROSTATE_CANCER_RACE_UP	5.87730068731879
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	3.0936591056625	SENESE_HDAC1_AND_HDAC2_TARGETS_DN	6.15690600979626	BIOCARTA_INFLAM_PATHWAY	1.75626733806261	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	1.46510837472618	PHONG_TNF_RESPONSE_NOT_VIA_P38	1.53313930796104	NEWMAN_ERCC6_TARGETS_DN	1.65177278548811	CHANDRAN_METASTASIS_DN	2.04091735670854	REACTOME_CELL_JUNCTION_ORGANIZATION	2.43294739648241	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	4.36199092399661	LEE_EARLY_T_LYMPHOCYTE_UP	26.3789143181163	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	1.76621654968667	BOSCO_TH1_CYTOTOXIC_MODULE	5.86946582812996
GROSS_HYPOXIA_VIA_HIF1A_DN	3.07603099632458	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	5.97203260738246	SENESE_HDAC2_TARGETS_UP	1.7453792168108	RICKMAN_HEAD_AND_NECK_CANCER_F	1.46510837472618	WIERENGA_STAT5A_TARGETS_GROUP1	1.50505814023947	MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	1.63443467408359	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	2.03434616131679	KEGG_TIGHT_JUNCTION	2.37269426671347	DELYS_THYROID_CANCER_UP	4.3108190535516	BASAKI_YBX1_TARGETS_UP	26.3038560937758	NUYTTEN_NIPP1_TARGETS_DN	1.75072648030956	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	5.86946582812996
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP	3.06037985448117	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	5.92823825427427	REACTOME_METABOLISM_OF_LIPIDS	1.71069008786219	SANSOM_APC_TARGETS	1.41751103026441	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_PINK_DN	1.49267190460846	HOELZEL_NF1_TARGETS_DN	1.60904009828914	DOANE_BREAST_CANCER_ESR1_DN	1.9825840588065	BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	2.30437579308548	DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	4.27647439294851	BURTON_ADIPOGENESIS_3	26.0316775476537	KIM_WT1_TARGETS_8HR_DN	1.73938486559039	BIOCARTA_CTL_PATHWAY	5.50832204509065
OSMAN_BLADDER_CANCER_UP	3.03281744612438	SENESE_HDAC1_TARGETS_DN	5.90272736017393	WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS	1.70357889683933	WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS	1.40711242760217	BENPORATH_SUZ12_TARGETS	1.48662121218332	KIM_GASTRIC_CANCER_CHEMOSENSITIVITY	1.57009660418583	VANHARANTA_UTERINE_FIBROID_UP	1.97892136246265	ZHANG_PROLIFERATING_VS_QUIESCENT	2.27952995146868	WU_CELL_MIGRATION	4.18675774633641	PUJANA_CHEK2_PCC_NETWORK	25.7678381321399	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	1.73938486559039	LI_INDUCED_T_TO_NATURAL_KILLER_UP	5.48257909824996
